,hit_id,sample_id,subject_id,ref_id
1174,UXRE01.32042.1_1/6-196,SAMEA2152521,SAMEA2152521,S1231
1175,OVFR01.8201.1_1/63-436,SAMN06016376,SAMN06016376,S1150
1176,OVFR01.8201.1_2/11-266,SAMN06016376,SAMN06016376,S718
1177,OPNY01.67509.1_2/2-119,SAMEA2042605,SAMEA2042605,NA
1178,ULQI01.51163.1_1/63-142,SAMEA4835650,SAMEA4835650,NA
1179,UPQR01.56150.1_1/1-172,SAMEA2737754,NA,NA
1180,UPQR01.90874.1_1/9-176,SAMEA2737754,NA,S1243
1181,ORBW01.5.1_180/63-436,SAMN04158616,NA,S1016
1182,ORBW01.5.1_179/11-266,SAMN04158616,NA,S1017
1183,ORBW01.45728.1_1/1-157,SAMN04158616,NA,NA
1184,ORBW01.120538.1_1/2-199,SAMN04158616,NA,S423
1185,ORBW01.120538.1_2/6-85,SAMN04158616,NA,NA
1186,ORBW01.88795.1_1/96-358,SAMN04158616,NA,S1244
1187,OPBB01.31901.1_1/1-296,SAMEA2042509,NA,S409
1188,OPBB01.44572.1_1/1-126,SAMEA2042509,NA,NA
1189,OPBB01.7956.1_3/28-293,SAMEA2042509,NA,S919
1190,QWCB01.66320.1_1/1-250,SAMN09866719,NA,NA
1191,QWCB01.35446.1_3/2-139,SAMN09866719,NA,S457
1192,QWCB01.66320.1_2/11-124,SAMN09866719,NA,NA
1193,QWCB01.55372.1_1/64-144,SAMN09866719,NA,NA
1194,ORVN01.79488.1_1/1-175,SAMEA2338801,NA,NA
1195,ORVN01.76147.1_1/1-152,SAMEA2338801,NA,NA
1196,ORVN01.57209.1_1/131-234,SAMEA2338801,NA,NA
1197,UXRT01.29778.1_1/1-181,SAMEA2155520,SAMEA2155520,S1245
1198,UXSI01.10642.1_2/64-437,SAMEA2152064,SAMEA2152064,S9
1199,UXSI01.16813.1_4/63-421,SAMEA2152064,SAMEA2152064,NA
1200,UXSI01.5203.1_10/11-266,SAMEA2152064,SAMEA2152064,S251
1201,UXSI01.27805.1_3/11-266,SAMEA2152064,SAMEA2152064,S574
1202,UXSI01.10642.1_1/11-160,SAMEA2152064,SAMEA2152064,NA
1203,UEOR01.35233.1_2/11-241,SAMN06115431,SAMN06115431,S76
1204,UPFC01.581.1_37/63-436,SAMEA2737658,D264_M,S318
1205,UPFC01.581.1_36/11-266,SAMEA2737658,D264_M,S496
1206,OOWN01.28005.1_1/1-287,SAMEA2042734,NA,NA
1207,OOWN01.38053.1_1/11-183,SAMEA2042734,NA,S720
1208,UYFO01.3366.1_4/64-437,SAMEA2146552,SAMEA2146552,S9
1209,UYFO01.3366.1_5/11-266,SAMEA2146552,SAMEA2146552,S63
1210,OWAC01.2223.1_5/64-437,SAMEA3708709,SAMEA3708709,S9
1211,OUQT01.3364.1_2/63-436,SAMN05194707,NA,S321
1212,OUQT01.3364.1_1/11-266,SAMN05194707,NA,S786
1213,ULIZ01.55155.1_3/63-139,SAMEA4835456,SAMEA4835456,NA
1214,ULRF01.37750.1_1/63-138,SAMEA4835673,SAMEA4835673,NA
1215,OQQK01.94722.1_1/1-187,SAMN02712089,A,NA
1216,OQQK01.20787.1_1/1-131,SAMN02712089,A,S459
1217,OQQK01.76975.1_2/11-143,SAMN02712089,A,NA
1218,UPMK01.40013.1_1/1-211,SAMEA2737816,NA,NA
1219,UPMK01.72055.1_1/51-141,SAMEA2737816,NA,NA
1220,OWQM01.14280.1_1/1-205,SAMEA4378275,SAMEA4378275,NA
1221,OWQM01.17674.1_1/1-195,SAMEA4378275,SAMEA4378275,NA
1222,UPCJ01.8351.1_1/1-310,SAMEA2737720,NA,NA
1223,UPCJ01.8351.1_2/11-123,SAMEA2737720,NA,NA
1224,UPCJ01.67379.1_1/64-121,SAMEA2737720,NA,NA
1225,OYVE01.4428.1_2/1-214,SAMN06165477,16863149,S365
1226,OYVE01.4428.1_1/6-89,SAMN06165477,16863149,NA
1227,UZPU01.1500.1_5/64-437,SAMN00792035,SAMN00792035,S9
1228,UZPU01.130.1_60/62-435,SAMN00792035,SAMN00792035,S418
1229,UZPU01.1500.1_6/11-266,SAMN00792035,SAMN00792035,S17
1230,UZPU01.130.1_61/11-266,SAMN00792035,SAMN00792035,S419
1231,ULTO01.17006.1_1/1-193,SAMEA4835734,SAMEA4835734,NA
1232,ULTO01.69374.1_1/2-136,SAMEA4835734,SAMEA4835734,NA
1233,ULTO01.73493.1_1/2-136,SAMEA4835734,SAMEA4835734,NA
1234,ULTO01.54581.1_1/63-150,SAMEA4835734,SAMEA4835734,NA
1235,ULWT01.1676.1_1/1-182,SAMEA4835819,SAMEA4835819,NA
1236,ULWT01.18357.1_1/1-100,SAMEA4835819,SAMEA4835819,NA
1237,OYOO01.4037.1_1/5-94,SAMN06165453,14952019,NA
1238,UPDU01.86617.1_1/14-178,SAMEA2737733,NA,NA
1239,CABRIH01.151.1_3/63-379,SAMEA5851093,NA,S1253
1240,CABRIH01.16.1_2/11-266,SAMEA5851093,NA,S1254
1241,ULMS01.30176.1_12/11-266,SAMEA4835557,SAMEA4835557,S851
1242,ULMS01.2372.1_1/11-266,SAMEA4835557,SAMEA4835557,S251
1243,ULMS01.30176.1_13/1-259,SAMEA4835557,SAMEA4835557,S903
1244,ULMS01.18167.1_1/1-108,SAMEA4835557,SAMEA4835557,NA
1245,ULMS01.20148.1_2/11-124,SAMEA4835557,SAMEA4835557,NA
1246,OYXY01.26329.1_1/11-216,SAMN06165026,40067975,S1255
1247,UZND01.7005.1_1/64-171,SAMN00715142,SAMN00715142,NA
1248,JAHAJF01.41.1_13/51-399,SAMN17801562,NA,S571
1249,JAHAJF01.41.1_12/4-240,SAMN17801562,NA,S1256
1250,OVYD01.864.1_15/64-437,SAMEA3708661,SAMEA3708661,S9
1251,OVYD01.864.1_16/11-266,SAMEA3708661,SAMEA3708661,S17
1252,OVGR01.5425.1_2/11-266,SAMN06016345,SAMN06016345,S251
1253,OVGR01.5425.1_1/2-140,SAMN06016345,SAMN06016345,S686
1254,OVGR01.2965.1_1/2-140,SAMN06016345,SAMN06016345,S592
1255,ULRQ01.5559.1_2/1-155,SAMEA4835684,SAMEA4835684,NA
1256,ORVG01.23294.1_1/64-416,SAMEA2338840,NA,NA
1257,ORVG01.45167.1_1/51-329,SAMEA2338840,NA,NA
1258,ORVG01.21886.1_2/11-266,SAMEA2338840,NA,S63
1259,ORVG01.29352.1_1/11-266,SAMEA2338840,NA,S249
1260,ORVG01.28538.1_1/51-231,SAMEA2338840,NA,NA
1261,ORVG01.45095.1_1/2-180,SAMEA2338840,NA,S1257
1262,ORVG01.68964.1_1/1-204,SAMEA2338840,NA,NA
1263,ORVG01.29352.1_2/1-112,SAMEA2338840,NA,NA
1264,ORVG01.21886.1_1/1-112,SAMEA2338840,NA,NA
1265,CAJKZG01.98.1_11/51-355,SAMEA7848344,NA,NA
1266,OZEW01.24316.1_1/11-228,SAMN06165063,40572400,NA
1267,UZPF01.3305.1_4/64-437,SAMN00792029,SAMN00792029,S9
1268,UZPF01.3305.1_3/11-266,SAMN00792029,SAMN00792029,S63
1269,ORWE01.2084.1_7/64-437,SAMEA2338843,NA,S9
1270,ORWE01.2084.1_6/11-266,SAMEA2338843,NA,S17
1271,UMHV01.17553.1_1/1-255,SAMEA4836108,SAMEA4836108,NA
1272,UMHV01.44806.1_1/1-229,SAMEA4836108,SAMEA4836108,NA
1273,UMHV01.37721.1_1/1-167,SAMEA4836108,SAMEA4836108,NA
1274,UMHV01.16710.1_1/1-135,SAMEA4836108,SAMEA4836108,NA
1275,OYKQ01.989.1_2/11-358,SAMN06165703,71492982,S423
1276,UMJB01.31697.1_1/51-351,SAMEA4836139,SAMEA4836139,S635
1277,UZOE01.3324.1_2/64-437,SAMN00792032,SAMN00792032,S9
1278,UZOE01.3324.1_1/11-266,SAMN00792032,SAMN00792032,S63
1279,ORTK01.12726.1_1/1-127,SAMEA2338808,NA,NA
1280,WPOC01.2.1_158/51-395,SAMN13387025,NA,S635
1281,WPOC01.2.1_159/3-237,SAMN13387025,NA,S1044
1282,OVZL01.1093.1_16/64-437,SAMEA3708638,SAMEA3708638,S9
1283,OVZL01.1093.1_15/11-266,SAMEA3708638,SAMEA3708638,S17
1284,OWQV01.994.1_10/64-437,SAMEA4378245,SAMEA4378245,S9
1285,OWQV01.994.1_11/11-266,SAMEA4378245,SAMEA4378245,S63
1286,OYKM01.43.1_1/44-417,SAMN06165657,60148502,S9
1287,OYKM01.43.1_2/11-266,SAMN06165657,60148502,S17
1288,OYJB01.42.1_5/52-399,SAMN06165612,40262354,S984
1289,OYJB01.42.1_4/7-240,SAMN06165612,40262354,S1138
1290,OYJB01.3763.1_1/65-134,SAMN06165612,40262354,NA
1291,OWDG01.13822.1_2/64-437,SAMEA3708673,SAMEA3708673,S9
1292,OWDG01.19561.1_3/1-168,SAMEA3708673,SAMEA3708673,NA
1293,OWDG01.13822.1_1/11-102,SAMEA3708673,SAMEA3708673,NA
1294,OYSW01.558.1_1/11-266,SAMN06165666,60338620,S846
1295,OYSW01.3645.1_1/2-184,SAMN06165666,60338620,S1261
1296,OYSW01.3479.1_1/57-189,SAMN06165666,60338620,NA
1297,OYVI01.1976.1_1/11-266,SAMN06165707,71705246,S899
1298,OYVI01.5295.1_1/64-279,SAMN06165707,71705246,NA
1299,OYVI01.4404.1_1/63-278,SAMN06165707,71705246,NA
1300,OYVI01.7639.1_1/11-160,SAMN06165707,71705246,NA
1301,OYWD01.11006.1_2/27-293,SAMN06165099,50241352,S918
1302,OXTR01.41102.1_1/1-193,SAMN05826691,T010532,S1262
1303,OQYV01.79.1_8/53-401,SAMN04161035,SAMN04161035,S571
1304,OQYV01.79.1_7/4-240,SAMN04161035,SAMN04161035,S572
1305,UPWN01.24549.1_1/1-216,SAMN06112008,SAMN06112008,S1263
1306,UZUQ01.20713.1_2/64-437,SAMN00792093,SAMN00792093,S9
1307,UZUQ01.20713.1_1/11-147,SAMN00792093,SAMN00792093,S1264
1308,UZUQ01.85824.1_1/1-107,SAMN00792093,SAMN00792093,NA
1309,ORJV01.111593.1_1/28-117,SAMN04329778,SAMN04329778,S1265
1310,OYXV01.7126.1_2/63-436,SAMN06165108,50304865,S544
1311,OYXV01.7126.1_3/11-266,SAMN06165108,50304865,S994
1312,QWCK01.2333.1_12/64-437,SAMN09866710,NA,S149
1313,QWCK01.2333.1_11/11-266,SAMN09866710,NA,S63
1314,QWCK01.15569.1_1/2-300,SAMN09866710,NA,S1266
1315,QWCK01.15569.1_2/4-240,SAMN09866710,NA,S1267
1316,QWCK01.98420.1_1/63-161,SAMN09866710,NA,NA
1317,OWQZ01.36292.1_1/64-195,SAMEA4378301,SAMEA4378301,S150
1318,OWQZ01.99056.1_2/5-154,SAMEA4378301,SAMEA4378301,S1027
1319,USXH01.5185.1_4/30-403,SAMN06112058,SAMN06112058,S9
1320,USXH01.5185.1_3/1-253,SAMN06112058,SAMN06112058,S63
1321,UZIJ01.18705.1_2/1-105,SAMN00791928,SAMN00791928,NA
1322,ULSS01.29083.1_1/42-415,SAMEA4835714,SAMEA4835714,S235
1323,ULSS01.50655.1_1/1-193,SAMEA4835714,SAMEA4835714,NA
1324,OWBK01.1459.1_7/64-437,SAMEA3708597,SAMEA3708597,S9
1325,OWBK01.1459.1_6/11-266,SAMEA3708597,SAMEA3708597,S63
1326,OYHL01.1964.1_1/64-437,SAMN06165548,19517140,S9
1327,OYHL01.1434.1_2/54-406,SAMN06165548,19517140,S373
1328,OYHL01.1964.1_2/11-266,SAMN06165548,19517140,S17
1329,OYHL01.1434.1_3/6-240,SAMN06165548,19517140,S375
1330,OWCQ01.3266.1_4/63-436,SAMEA3708608,SAMEA3708608,S575
1331,OWCQ01.3266.1_3/11-266,SAMEA3708608,SAMEA3708608,S251
1332,UPPO01.21769.1_2/1-214,SAMEA2737740,NA,NA
1333,UPPO01.21769.1_1/34-259,SAMEA2737740,NA,S803
1334,UPPO01.36095.1_2/63-172,SAMEA2737740,NA,S679
1335,UZQF01.18151.1_1/27-294,SAMN00792031,SAMN00792031,S493
1336,OWRQ01.34225.1_1/49-422,SAMEA4378260,SAMEA4378260,S680
1337,OWRQ01.54775.1_1/2-195,SAMEA4378260,SAMEA4378260,S1268
1338,UPPC01.47876.1_1/1-182,SAMEA2737742,NA,S1269
1339,UPPC01.36258.1_1/13-177,SAMEA2737742,NA,NA
1340,UPPC01.36258.1_2/11-128,SAMEA2737742,NA,NA
1341,OYJT01.1683.1_1/64-437,SAMN06165600,30826086,S9
1342,OYJT01.477.1_1/63-436,SAMN06165600,30826086,S129
1343,OYJT01.1516.1_1/11-266,SAMN06165600,30826086,S63
1344,OYJT01.477.1_2/11-266,SAMN06165600,30826086,S846
1345,OYJT01.5445.1_2/1-129,SAMN06165600,30826086,NA
1346,OQHN01.1173.1_7/63-436,SAMD00036212,NA,S681
1347,OQHN01.1173.1_6/11-266,SAMD00036212,NA,S251
1348,OQHN01.1987.1_3/1-101,SAMD00036212,NA,NA
1349,OQHN01.1987.1_2/11-141,SAMD00036212,NA,S36
1350,OQHN01.5379.1_1/64-152,SAMD00036212,NA,S1270
1351,OQHN01.1987.1_1/1-121,SAMD00036212,NA,NA
1352,ORUQ01.52391.1_3/51-111,SAMEA2338785,NA,S1271
1353,UYLC01.2506.1_7/573-835,SAMN03653688,P6,S1167
1354,CAAEFK01.526.1_3/50-397,SAMEA5278460,NA,S423
1355,CAAEFK01.526.1_4/7-240,SAMEA5278460,NA,S424
1356,UPET01.19603.1_3/51-395,SAMEA2737724,NA,S137
1357,UPET01.19603.1_4/3-191,SAMEA2737724,NA,S138
1358,UELT01.60617.1_1/1-170,SAMN06164510,11949935,S1272
1359,OWCK01.571.1_2/11-266,SAMEA3708610,SAMEA3708610,S249
1360,OWCK01.571.1_1/1-256,SAMEA3708610,SAMEA3708610,NA
1361,OWCK01.27177.1_2/1-256,SAMEA3708610,SAMEA3708610,S160
1362,OWCK01.1495.1_24/1-122,SAMEA3708610,SAMEA3708610,NA
1363,OWCK01.65100.1_1/51-185,SAMEA3708610,SAMEA3708610,NA
1364,OWCK01.27177.1_1/11-153,SAMEA3708610,SAMEA3708610,NA
1365,OWCK01.4640.1_1/64-146,SAMEA3708610,SAMEA3708610,NA
1366,ULQE01.12165.1_1/64-152,SAMEA4835647,SAMEA4835647,NA
1367,OYOG01.1218.1_2/64-437,SAMN06165547,19517140,S9
1368,OYOG01.1218.1_1/11-266,SAMN06165547,19517140,S17
1369,OYOG01.5639.1_1/6-240,SAMN06165547,19517140,S375
1370,OYOG01.10664.1_1/1-214,SAMN06165547,19517140,NA
1371,UERE01.20497.1_1/64-356,SAMN06115444,SAMN06115444,S151
1372,UERE01.10283.1_2/11-266,SAMN06115444,SAMN06115444,S17
1373,UERE01.10283.1_1/1-217,SAMN06115444,SAMN06115444,S435
1374,UERE01.55624.1_1/1-78,SAMN06115444,SAMN06115444,NA
1375,UMLJ01.18890.1_1/63-158,SAMEA4836199,SAMEA4836199,NA
1376,OYFQ01.203.1_3/65-438,SAMN06165604,40006207,S318
1377,OYFQ01.203.1_2/11-266,SAMN06165604,40006207,S251
1378,OYSP01.436.1_3/65-438,SAMN06165604,40006207,S318
1379,OYSP01.436.1_2/11-266,SAMN06165604,40006207,S251
1380,OYSP01.2134.1_2/1-222,SAMN06165604,40006207,NA
1381,OYSP01.2134.1_1/11-160,SAMN06165604,40006207,NA
1382,UEPF01.202.1_18/64-437,SAMN06115476,SAMN06115476,S9
1383,UEPF01.202.1_19/11-266,SAMN06115476,SAMN06115476,S17
1384,UXQX01.8197.1_4/63-436,SAMEA2157977,SAMEA2157977,S320
1385,UXQX01.8197.1_3/11-266,SAMEA2157977,SAMEA2157977,S265
1386,ORMT01.283.1_14/62-435,SAMEA2338727,SAMEA2338727,S656
1387,ORMT01.283.1_13/11-266,SAMEA2338727,SAMEA2338727,S363
1388,ORMT01.74027.1_1/1-252,SAMEA2338727,SAMEA2338727,NA
1389,ORMT01.97804.1_1/11-196,SAMEA2338727,SAMEA2338727,S37
1390,UPWX01.71539.1_1/19-124,SAMN06112043,SAMN06112043,S1274
1391,QAKL01.40.1_13/56-403,SAMN08294972,NA,S1275
1392,QAKL01.40.1_12/6-240,SAMN08294972,NA,S1224
1393,ORUW01.6025.1_2/40-291,SAMEA2338816,NA,S1025
1394,OQPS01.99764.1_1/1-178,SAMN02712145,C,NA
1395,OWCL01.34097.1_1/64-144,SAMEA3708650,SAMEA3708650,NA
1396,OPNW01.54167.1_2/11-92,SAMEA2042615,NA,NA
1397,OPNW01.54167.1_1/1-89,SAMEA2042615,NA,NA
1398,UMIO01.2213.1_1/1-186,SAMEA4836127,SAMEA4836127,NA
1399,UMIO01.53462.1_1/1-179,SAMEA4836127,SAMEA4836127,NA
1400,UMIO01.19670.1_1/1-110,SAMEA4836127,SAMEA4836127,NA
1401,OYVM01.13923.1_1/1-243,SAMN06165017,40006207,S1033
1402,OYVM01.18595.1_1/10-216,SAMN06165017,40006207,S995
1403,USVY01.4041.1_4/2-366,SAMN06111988,SAMN06111988,S8
1404,USVY01.4041.1_3/11-266,SAMN06111988,SAMN06111988,S63
1405,OWHN01.1896.1_4/63-436,SAMN04480498,SAMN04480498,S129
1406,OWHN01.1896.1_3/11-266,SAMN04480498,SAMN04480498,S846
1407,UESO01.17914.1_2/1-219,SAMN06115455,SAMN06115455,NA
1408,UESO01.7741.1_2/1-120,SAMN06115455,SAMN06115455,S458
1409,UESO01.17914.1_1/1-127,SAMN06115455,SAMN06115455,NA
1410,UESO01.33106.1_1/64-124,SAMN06115455,SAMN06115455,NA
1411,OUPL01.271.1_37/63-436,SAMN05194696,SAMN05194696,S545
1412,OUPL01.271.1_36/11-266,SAMN05194696,SAMN05194696,S574
1413,OUPL01.13781.1_3/2-135,SAMN05194696,SAMN05194696,NA
1414,OUPL01.33543.1_2/1-143,SAMN05194696,SAMN05194696,S1279
1415,ORJH01.758.1_1/52-399,SAMN04329864,NA,S423
1416,ORJH01.758.1_2/7-240,SAMN04329864,NA,S424
1417,ORJH01.8009.1_2/2-260,SAMN04329864,NA,S367
1418,ORJH01.25097.1_1/1-186,SAMN04329864,NA,NA
1419,ORJH01.14404.1_1/126-276,SAMN04329864,NA,S1280
1420,ORJH01.8009.1_1/5-110,SAMN04329864,NA,S1252
1421,OQUT01.17440.1_2/11-266,SAMN06018974,NA,S511
1422,OQUT01.29912.1_1/1-169,SAMN06018974,NA,S1196
1423,OQUT01.60476.1_1/52-199,SAMN06018974,NA,NA
1424,OQUT01.17440.1_3/1-118,SAMN06018974,NA,NA
1425,USXN01.23536.1_1/20-393,SAMN06111971,SAMN06111971,S9
1426,USXN01.8571.1_2/11-266,SAMN06111971,SAMN06111971,S1281
1427,USXN01.23536.1_2/11-187,SAMN06111971,SAMN06111971,NA
1428,USXN01.8571.1_1/3-215,SAMN06111971,SAMN06111971,S1282
1429,UPOI01.21.1_7/62-435,SAMEA2737799,NA,S447
1430,UPOI01.21.1_8/11-266,SAMEA2737799,NA,S363
1431,UPOI01.79256.1_1/1-217,SAMEA2737799,NA,S1283
1432,OYMB01.196.1_1/97-470,SAMN06165515,18706034,S1107
1433,OYMB01.196.1_2/11-259,SAMN06165515,18706034,S1284
1434,UBPD01.22935.1_1/5-240,SAMN06164763,17090904,S1027
1435,CABSQE01.38.1_14/40-291,SAMEA5852340,NA,S1221
1436,OYHI01.1774.1_1/30-243,SAMN06165571,20069333,NA
1437,USVB01.687.1_14/64-437,SAMN06111940,SAMN06111940,S9
1438,USVB01.687.1_13/1-253,SAMN06111940,SAMN06111940,S63
1439,USZI01.11947.1_1/64-437,SAMN06112036,SAMN06112036,S9
1440,USZI01.11947.1_2/11-266,SAMN06112036,SAMN06112036,S63
1441,UMID01.7125.1_4/64-437,SAMEA4836115,SAMEA4836115,S9
1442,UMID01.7125.1_3/11-266,SAMEA4836115,SAMEA4836115,S63
1443,JAJCHO01.3.1_65/51-395,SAMN22167624,NA,S1092
1444,JAJCHO01.3.1_64/3-237,SAMN22167624,NA,S1044
1445,OYBP01.32358.1_2/1-139,SAMN06164467,11242817,NA
1446,ORRS01.27618.1_2/1-214,SAMEA2338655,NA,NA
1447,ORRS01.27618.1_1/11-119,SAMEA2338655,NA,NA
1448,OWEI01.1856.1_2/64-437,SAMEA3708502,SAMEA3708502,S9
1449,OWEI01.1856.1_3/11-266,SAMEA3708502,SAMEA3708502,S63
1450,UMIA01.24594.1_2/3-230,SAMEA4836113,SAMEA4836113,S1044
1451,UMIA01.23492.1_1/1-232,SAMEA4836113,SAMEA4836113,NA
1452,UMIA01.24594.1_1/1-224,SAMEA4836113,SAMEA4836113,S917
1453,UMIA01.63992.1_1/63-199,SAMEA4836113,SAMEA4836113,NA
1454,UMIA01.92175.1_1/63-148,SAMEA4836113,SAMEA4836113,NA
1455,ULPV01.38206.1_1/2-136,SAMEA4835638,SAMEA4835638,NA
1456,OVYC01.1140.1_16/64-437,SAMEA3708633,SAMEA3708633,S9
1457,OVYC01.1140.1_17/11-266,SAMEA3708633,SAMEA3708633,S63
1458,OVYC01.39822.1_1/2-201,SAMEA3708633,SAMEA3708633,NA
1459,UESE01.16769.1_2/10-149,SAMN06115489,SAMN06115489,S747
1460,OYOD01.310.1_3/64-437,SAMN06165444,14175675,S9
1461,OYOD01.300.1_5/23-375,SAMN06165444,14175675,S367
1462,OYOD01.310.1_2/11-266,SAMN06165444,14175675,S63
1463,OYOD01.300.1_4/6-240,SAMN06165444,14175675,S370
1464,ULWJ01.52224.1_1/1-125,SAMEA4835809,SAMEA4835809,NA
1465,OYFI01.579.1_1/6-240,SAMN06165483,16935973,S424
1466,OYFI01.1226.1_2/11-177,SAMN06165483,16935973,NA
1467,OYFI01.579.1_2/1-112,SAMN06165483,16935973,NA
1468,OYFI01.1226.1_1/1-100,SAMN06165483,16935973,S600
1469,UMCO01.18247.1_1/1-227,SAMEA4835970,SAMEA4835970,S649
1470,OROD01.14480.1_2/63-436,SAMEA2338719,SAMEA2338719,S237
1471,OROD01.59733.1_1/1-208,SAMEA2338719,SAMEA2338719,NA
1472,OROD01.112431.1_2/11-142,SAMEA2338719,SAMEA2338719,NA
1473,OROD01.14480.1_1/11-75,SAMEA2338719,SAMEA2338719,NA
1474,CAJKCZ01.23.1_4/63-437,SAMEA7846484,NA,S1285
1475,CAJKCZ01.23.1_3/11-266,SAMEA7846484,NA,S1223
1476,UESQ01.10887.1_1/64-346,SAMN06115509,SAMN06115509,NA
1477,UESQ01.10887.1_3/11-264,SAMN06115509,SAMN06115509,S1286
1478,UZIZ01.6414.1_4/64-437,SAMN00791931,SAMN00791931,S9
1479,UZIZ01.6414.1_3/11-266,SAMN00791931,SAMN00791931,S63
1480,OZJE01.10297.1_1/1-321,SAMN06165243,70995736,NA
1481,OZJE01.10297.1_2/11-104,SAMN06165243,70995736,S1287
1482,OWCN01.27922.1_1/2-160,SAMEA3708466,SAMEA3708466,NA
1483,OWCN01.27922.1_2/11-115,SAMEA3708466,SAMEA3708466,NA
1484,OURV01.7142.1_2/11-266,SAMEA2338763,NA,S251
1485,OURV01.7142.1_3/286-577,SAMEA2338763,NA,S314
1486,OURV01.46246.1_1/64-208,SAMEA2338763,NA,S682
1487,OYJU01.2203.1_1/55-229,SAMN06165615,40322749,NA
1488,UEPE01.363.1_23/64-437,SAMN06115400,SAMN06115400,S9
1489,UEPE01.363.1_22/11-266,SAMN06115400,SAMN06115400,S17
1490,UADF01.23261.1_1/1-237,SAMN06165019,40006207,NA
1491,UADF01.34267.1_1/1-162,SAMN06165019,40006207,S1288
1492,UADF01.18021.1_1/63-177,SAMN06165019,40006207,NA
1493,UPON01.10616.1_1/64-437,SAMEA2737777,NA,S9
1494,UPON01.10616.1_2/11-266,SAMEA2737777,NA,S63
1495,OVYT01.17209.1_1/1-204,SAMEA3708513,SAMEA3708513,NA
1496,OVYT01.11719.1_2/11-192,SAMEA3708513,SAMEA3708513,NA
1497,OWBA01.11660.1_1/64-288,SAMEA3708600,SAMEA3708600,S190
1498,CAJJXX01.23.1_2/62-435,SAMEA7847688,NA,S447
1499,CAJJXX01.23.1_1/11-266,SAMEA7847688,NA,S857
1500,UEQF01.9280.1_3/62-435,SAMN06115520,SAMN06115520,S925
1501,UEQF01.9280.1_2/11-266,SAMN06115520,SAMN06115520,S865
1502,UEQF01.16921.1_1/276-354,SAMN06115520,SAMN06115520,NA
1503,ULTY01.70616.1_2/64-437,SAMEA4835746,SAMEA4835746,S9
1504,ULTY01.24141.1_3/1-133,SAMEA4835746,SAMEA4835746,NA
1505,ULTY01.70616.1_1/11-119,SAMEA4835746,SAMEA4835746,NA
1506,UEQR01.44109.1_1/64-200,SAMN06115398,SAMN06115398,NA
1507,UEQR01.54868.1_1/8-138,SAMN06115398,SAMN06115398,S1290
1508,OYZN01.1417.1_5/27-294,SAMN06165155,51006340,S493
1509,OYQE01.668.1_2/64-437,SAMN06165540,19272639,S9
1510,OYQE01.668.1_1/11-266,SAMN06165540,19272639,S63
1511,OYQE01.927.1_2/7-240,SAMN06165540,19272639,S424
1512,OYQE01.9506.1_1/29-192,SAMN06165540,19272639,NA
1513,OYQE01.927.1_1/1-183,SAMN06165540,19272639,S1291
1514,OYJV01.803.1_1/2-93,SAMN06165674,70059005,NA
1515,UXSD01.35441.1_1/63-436,SAMEA2158468,SAMEA2158468,S399
1516,UXSD01.88986.1_1/6-257,SAMEA2158468,SAMEA2158468,NA
1517,UXSD01.108399.1_1/11-186,SAMEA2158468,SAMEA2158468,S250
1518,UXSD01.47641.1_1/1-118,SAMEA2158468,SAMEA2158468,NA
1519,UPEQ01.15203.1_3/96-469,SAMEA2737677,D113,S351
1520,UPEQ01.12546.1_3/51-395,SAMEA2737677,D113,S635
1521,UPEQ01.935.1_17/52-399,SAMEA2737677,D113,S983
1522,UPEQ01.33424.1_2/11-266,SAMEA2737677,D113,S992
1523,UPEQ01.15203.1_2/11-266,SAMEA2737677,D113,S352
1524,UPEQ01.935.1_18/7-240,SAMEA2737677,D113,S1139
1525,UPEQ01.12614.1_2/63-280,SAMEA2737677,D113,NA
1526,UPEQ01.12546.1_5/2-149,SAMEA2737677,D113,NA
1527,UPEQ01.33424.1_1/1-125,SAMEA2737677,D113,S993
1528,QZLX01.42986.1_2/1-112,SAMN06699323,50070,S1296
1529,UEQP01.4185.1_6/65-438,SAMN06115539,SAMN06115539,S672
1530,UEQP01.4185.1_5/11-266,SAMN06115539,SAMN06115539,S251
1531,UEQP01.51389.1_1/1-118,SAMN06115539,SAMN06115539,NA
1532,BAAU01.16098.1_1/11-240,SAMD00036524,SAMD00036524,S617
1533,BAAU01.16097.1_1/1-189,SAMD00036524,SAMD00036524,S1297
1534,ORRP01.21980.1_3/58-343,SAMEA2338678,NA,S1298
1535,ORRP01.31677.1_3/2-181,SAMEA2338678,NA,NA
1536,UZVP01.7368.1_3/63-436,SAMN00993243,SAMN00993243,S1016
1537,OYJM01.550.1_2/64-437,SAMN06165547,19517140,S9
1538,OYJM01.550.1_1/11-266,SAMN06165547,19517140,S17
1539,OYJM01.4441.1_1/6-239,SAMN06165547,19517140,S375
1540,UZIG01.5433.1_1/65-438,SAMN00791932,SAMN00791932,S152
1541,UZIG01.5433.1_2/11-149,SAMN00791932,SAMN00791932,NA
1542,OUQM01.29437.1_1/54-283,SAMN05194706,NA,S1178
1543,UZQV01.14051.1_2/51-424,SAMN00792024,SAMN00792024,S318
1544,UZQV01.8788.1_3/64-437,SAMN00792024,SAMN00792024,S9
1545,UZQV01.14051.1_1/11-266,SAMN00792024,SAMN00792024,S251
1546,UZQV01.8788.1_4/11-154,SAMN00792024,SAMN00792024,NA
1547,UZKF01.32914.1_1/2-143,SAMN00715229,SAMN00715229,S495
